calories,category,fat,carbs,name,restaurant
380,Sides,1,70,Bojangles Cajun Pintos,Bojangle's Famous Chicken 'n Biscuits
555,Sides,23,77,Mashed Potatoes ‘N Gravy,Bojangle's Famous Chicken 'n Biscuits
1090,Entrees,67,83,3 wing Dinner,Bojangle's Famous Chicken 'n Biscuits
680,Kid's Meals,34,69,2 Piece Supremes Kids’ Meal,Bojangle's Famous Chicken 'n Biscuits
0,Drinks,0,0,"Unsweetened Iced Tea (32oz, with ice)",Bojangle's Famous Chicken 'n Biscuits
480,Breakfast,29,34,Country Ham & Egg Biscuit,Bojangle's Famous Chicken 'n Biscuits
520,Sandwiches,27,34,Grilled Chicken Club,Bojangle's Famous Chicken 'n Biscuits
280,Chicken,11,9,Roasted Chicken Bites,Bojangle's Famous Chicken 'n Biscuits
165,Sides,6,24,Bojangles’ Dirty Rice,Bojangle's Famous Chicken 'n Biscuits
230,Sides,2,47,Picnic Grits,Bojangle's Famous Chicken 'n Biscuits
940,Entrees,54,65,1 Breast Dinner,Bojangle's Famous Chicken 'n Biscuits
730,Kid's Meals,43,62,Chicken Leg Kids’ meal,Bojangle's Famous Chicken 'n Biscuits
355,Breakfast,18,33,Country Ham Biscuit,Bojangle's Famous Chicken 'n Biscuits
375,Sandwiches,15,33,Grilled Chicken Sandwich,Bojangle's Famous Chicken 'n Biscuits
5300,Entrees,324,327,12 piece & 6 biscuit box (serves 5-7),Bojangle's Famous Chicken 'n Biscuits
570,Sides,20,83,Bojangles’ Dirty Rice,Bojangle's Famous Chicken 'n Biscuits
215,Sides,14,20,Seasoned Fries,Bojangle's Famous Chicken 'n Biscuits
1380,Entrees,80,77,2 Breast Dinner,Bojangle's Famous Chicken 'n Biscuits
735,Kid's Meals,35,86,Mac ‘N Cheese Kids’ Meal,Bojangle's Famous Chicken 'n Biscuits
390,Breakfast,20,43,Gravy Biscuit,Bojangle's Famous Chicken 'n Biscuits
190,Salads,9,9,Garden Salad,Bojangle's Famous Chicken 'n Biscuits
8820,Entrees,540,545,20 piece & 10 biscuit box serves 9-11),Bojangle's Famous Chicken 'n Biscuits
870,Sides,68,61,Cole Slaw,Bojangle's Famous Chicken 'n Biscuits
530,Sides,35,49,Seasoned Fries,Bojangle's Famous Chicken 'n Biscuits
1100,Entrees,69,74,2 piece Dinner (leg & thigh),Bojangle's Famous Chicken 'n Biscuits
0,Drinks,0,0,Coffee (22oz),Bojangle's Famous Chicken 'n Biscuits
370,Chicken,26,12,Thigh,Bojangle's Famous Chicken 'n Biscuits
580,Sides,36,59,Bo-Tato Rounds ,Bojangle's Famous Chicken 'n Biscuits
911,Sides,24,114,Macaroni ‘N Cheese,Bojangle's Famous Chicken 'n Biscuits
1100,Entrees,69,74,2 piece Dinner (leg & thigh),Bojangle's Famous Chicken 'n Biscuits
270,Desserts,12,36,Cinnamon Pecan Twist,Bojangle's Famous Chicken 'n Biscuits
0,Drinks,0,0,"Unsweetened Iced Tea (16oz, with ice)",Bojangle's Famous Chicken 'n Biscuits
150,Sides,6,21,Mashed Potatoes ‘N Gravy,Bojangle's Famous Chicken 'n Biscuits
1470,Entrees,95,86,3 piece Dinner (leg & 2 thighs),Bojangle's Famous Chicken 'n Biscuits
410,Desserts,23,48,Sweet Potato Pie,Bojangle's Famous Chicken 'n Biscuits
0,Drinks,0,0,"Unsweetened Iced Tea (22oz, with ice)",Bojangle's Famous Chicken 'n Biscuits
1095,Entrees,67,75,2 piece Dinner (breast & wing),Bojangle's Famous Chicken 'n Biscuits
0,Drinks,0,0,Coffee (16oz),Bojangle's Famous Chicken 'n Biscuits
1470,Entrees,95,86,3 piece Dinner (leg & 2 thighs),Bojangle's Famous Chicken 'n Biscuits
70,Drinks,0,18,"Sweet Iced Tea (16oz, with ice)",Bojangle's Famous Chicken 'n Biscuits
375,Desserts,15,55,Bo-Berry Biscuit,Bojangle's Famous Chicken 'n Biscuits
150,Drinks,0,37,"Sweet Iced Tea (32oz, with ice)",Bojangle's Famous Chicken 'n Biscuits
100,Drinks,0,25,"Sweet Iced Tea (22oz, with ice)",Bojangle's Famous Chicken 'n Biscuits
1120,Appetizers,52,108,Ultimate Nachos With Chicken,Buffalo Wild Wings
390,Sides,23,41,Potato Wedges Regular with cheese,Buffalo Wild Wings
280,Sides,10,42,French fries,Buffalo Wild Wings
88,Wings,6,3,Boneless (each),Buffalo Wild Wings
660,Salads,39,23,Grilled Blackened Chicken Salad,Buffalo Wild Wings
900,Burgers,56,53,Big Jack Daddy Burger,Buffalo Wild Wings
800,Sandwiches,49,60,Buffalo Ranch Chicken Sandwich,Buffalo Wild Wings
863,Sandwiches,44,55,Parmesan Garlic Flatbread,Buffalo Wild Wings
357,Kid's Meals,12,25,Mini Corn Dogs (5),Buffalo Wild Wings
90,Wing Sauces,0,22,Asian Zing,Buffalo Wild Wings
1520,Appetizers,76,128,The Sampler,Buffalo Wild Wings
880,Appetizers,44,88,3/4 lb Popcorn Shrimp,Buffalo Wild Wings
560,Sides,20,84,French Fries Basket,Buffalo Wild Wings
210,Sides,15,14,Side Salad,Buffalo Wild Wings
1860,Entrees,118,112,Ribs & Chicken Tenders,Buffalo Wild Wings
640,Salads,38,20,Grilled Chicken Salad,Buffalo Wild Wings
780,Burgers,51,44,Cheeseburger,Buffalo Wild Wings
530,Sandwiches,10,56,Jerk Chicken Sandwich,Buffalo Wild Wings
460,Desserts,28,47,New York Cheesecake,Buffalo Wild Wings
280,Kid's Meals,10,42,French Fries Regular,Buffalo Wild Wings
80,Wing Sauces,3,12,Caribbean Jerk,Buffalo Wild Wings
1347,Appetizers,77,103,Ballpark Sampler,Buffalo Wild Wings
560,Appetizers,22,52,Mozzarella Sticks,Buffalo Wild Wings
280,Sides,10,42,French Fries Regular,Buffalo Wild Wings
460,Sides,26,52,Onion Rings Regular,Buffalo Wild Wings
1480,Entrees,92,84,Ribs & Popcorn Shrimp,Buffalo Wild Wings
990,Salads,68,74,Chicken Tender Salad,Buffalo Wild Wings
280,French Fries,10,42,French Fries,Buffalo Wild Wings
570,Sandwiches,25,61,Pulled Pork Sandwich,Buffalo Wild Wings
590,Desserts,18,105,Deep-dish Apple Pie,Buffalo Wild Wings
210,Kid's Meals,8,33,Kids' Ice Cream,Buffalo Wild Wings
50,Wing Sauces,4,2,Hot,Buffalo Wild Wings
630,Appetizers,25,78,Crispy Southwest Dippers,Buffalo Wild Wings
862,Appetizers,40,92,Queso Chili Fries,Buffalo Wild Wings
1100,Sides,55,130,Onion Rings Basket,Buffalo Wild Wings
257,Sides,5,47,Buffalo Chips Regular,Buffalo Wild Wings
1960,Entrees,126,88,Ribs & Boneless Wings,Buffalo Wild Wings
420,Salads,30,28,Garden Salad,Buffalo Wild Wings
490,Wraps,7,73,Southwest Chicken Queso Wrap,Buffalo Wild Wings
530,Sandwiches,18,42,Honey BBQ Bacon Chicken Sandwich,Buffalo Wild Wings
820,Desserts,33,127,Chocolate Fudge Cake,Buffalo Wild Wings
40,Wing Sauces,0,8,Sweet BBQ,Buffalo Wild Wings
40,Wing Sauces,2,6,Hot BBQ,Buffalo Wild Wings
713,Appetizers,24,49,Mini Corn Dogs,Buffalo Wild Wings
800,Appetizers,35,70,Chicken Quesadilla,Buffalo Wild Wings
460,Sides,26,52,Onion Rings Regular,Buffalo Wild Wings
280,Sides,14,40,Potato Wedges Regular,Buffalo Wild Wings
1120,Entrees,62,110,Chicken Tenders & Popcorn Shrimp,Buffalo Wild Wings
490,Salads,27,10,Chicken Caesar Salad,Buffalo Wild Wings
1020,Wraps,59,97,Buffalo Ranch Chicken Wrap,Buffalo Wild Wings
470,Sandwiches,7,50,Grilled Chicken Sandwich,Buffalo Wild Wings
400,Kid's Meals,26,20,Kids Cheeseburger Slammer,Buffalo Wild Wings
70,Wing Sauces,0,14,Teriyaki,Buffalo Wild Wings
80,Wing Sauces,0,20,Mango Habanera,Buffalo Wild Wings
500,Appetizers,30,46,Chips & Salsa,Buffalo Wild Wings
920,Appetizers,48,100,Chili Con Queso Dip,Buffalo Wild Wings
514,Sides,9,93,Buffalo Chips Basket,Buffalo Wild Wings
250,Sides,15,23,Tortilla chips and salsa,Buffalo Wild Wings
1860,Entrees,124,74,Ribs & Traditional Wings,Buffalo Wild Wings
210,Salads,15,14,Side Salad,Buffalo Wild Wings
1040,Wraps,46,125,Chicken Tender Wrap,Buffalo Wild Wings
550,Sandwiches,22,22,Crispy Fish Sandwich,Buffalo Wild Wings
288,Kid's Meals,20,0,Boneless Wings (4),Buffalo Wild Wings
50,Wing Sauces,5,2,Mild,Buffalo Wild Wings
50,Wing Sauces,4,4,Wild®,Buffalo Wild Wings
1559,Appetizers,92,98,Cheeseburger Slammers,Buffalo Wild Wings
